,block_number,block_name,block_trial_count,block_pairing_definition,study_name,task_number,task_name,trial_number,trial_name,trial_response,trial_latency,trial_error,session_id
1182,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,10,Suicide,(unnamed)/Death,898,0,2616003193
1183,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,11,They,(unnamed)/Death,2043,0,2616003193
1184,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,12,Die,(unnamed)/Death,780,0,2616003193
1185,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,13,I,Me/Life,623,0,2616003193
1186,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Dead,(unnamed)/Death,1153,0,2616003193
1187,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,Other,(unnamed)/Death,584,0,2616003193
1188,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Thrive,Me/Life,613,0,2616003193
1189,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,Mine,Me/Life,1217,0,2616003193
1190,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Living,Me/Life,413,0,2616003193
1191,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,Their,(unnamed)/Death,536,0,2616003193
1212,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,0,Deceased,Me/Death,988,0,2616003193
1213,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,1,Suicide,Me/Death,727,0,2616003193
1214,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,2,Alive,(unnamed)/Life,1393,0,2616003193
1215,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,3,Breathing,(unnamed)/Life,717,0,2616003193
1216,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,4,Breathing,(unnamed)/Life,879,0,2616003193
1217,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,5,Other,(unnamed)/Life,1220,0,2616003193
1218,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,6,Thrive,(unnamed)/Life,748,1,2616003193
1219,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,7,I,Me/Death,1052,0,2616003193
1132,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,8,Deceased,Me/Death,782,0,2616003193
1133,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,9,Mine,Me/Death,1119,0,2616003193
1134,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,10,Dead,Me/Death,1434,0,2616003193
1135,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,11,Them,(unnamed)/Life,706,0,2616003193
1136,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,12,Alive,(unnamed)/Life,678,0,2616003193
1137,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,13,Myself,Me/Death,888,0,2616003193
1138,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Living,(unnamed)/Life,747,0,2616003193
1139,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,Their,(unnamed)/Life,510,0,2616003193
1140,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Die,Me/Death,2769,0,2616003193
1141,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,They,(unnamed)/Life,609,0,2616003193
1142,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Suicide,Me/Death,573,1,2616003193
1143,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,Self,Me/Death,528,0,2616003193
1101,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,0,Die,(unnamed)/Death,579,0,2616003193
1105,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,1,Suicide,(unnamed)/Death,1988,0,2616003193
1106,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,2,Alive,Me/Life,1167,0,2616003193
1107,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,3,Thrive,Me/Life,977,0,2616003193
1144,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,4,Living,Me/Life,618,0,2616003193
1145,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,5,They,(unnamed)/Death,658,1,2616003193
1146,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,6,Alive,Me/Life,928,0,2616003193
1147,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,7,Mine,Me/Life,2247,0,2616003193
1148,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,8,Dead,(unnamed)/Death,653,0,2616003193
1149,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,9,Their,(unnamed)/Death,746,0,2616003193
1150,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,10,Die,(unnamed)/Death,873,0,2616003193
1151,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,11,Self,Me/Life,663,0,2616003193
1152,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,12,Breathing,Me/Life,618,0,2616003193
1153,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,13,I,Me/Life,727,0,2616003193
1154,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Thrive,Me/Life,723,0,2616003193
1155,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,Them,(unnamed)/Death,773,1,2616003193
1100,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Suicide,(unnamed)/Death,689,0,2616003193
1102,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,Myself,Me/Life,1544,0,2616003193
1103,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Deceased,(unnamed)/Death,678,0,2616003193
1104,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,Other,(unnamed)/Death,879,0,2616003193
1335,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,0,Die,Me/Death,1436,0,2616004319
1336,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,1,Alive,(unnamed)/Life,802,0,2616004319
1337,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,2,Suicide,Me/Death,1096,0,2616004319
1338,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,3,Thrive,(unnamed)/Life,602,0,2616004319
1339,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,4,Living,(unnamed)/Life,859,0,2616004319
1220,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,5,They,(unnamed)/Life,571,0,2616004319
1221,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,6,Thrive,(unnamed)/Life,4574,1,2616004319
1222,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,7,Mine,Me/Death,560,0,2616004319
1223,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,8,Deceased,Me/Death,701,0,2616004319
1224,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,9,Their,(unnamed)/Life,862,0,2616004319
1225,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,10,Dead,Me/Death,474,0,2616004319
1226,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,11,Self,Me/Death,634,0,2616004319
1227,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,12,Breathing,(unnamed)/Life,1811,0,2616004319
1252,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,13,I,Me/Death,531,0,2616004319
1253,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Alive,(unnamed)/Life,879,0,2616004319
1254,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,Them,(unnamed)/Life,674,0,2616004319
1255,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Suicide,Me/Death,1654,0,2616004319
1256,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,Myself,Me/Death,930,0,2616004319
1257,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Die,Me/Death,2159,0,2616004319
1258,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,Other,(unnamed)/Life,615,0,2616004319
1259,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,0,Deceased,(unnamed)/Death,765,0,2616004319
1260,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,1,Alive,Me/Life,1241,0,2616004319
1261,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,2,Suicide,(unnamed)/Death,2479,0,2616004319
1262,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,3,Breathing,Me/Life,963,0,2616004319
1263,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,4,Deceased,(unnamed)/Death,1175,0,2616004319
1264,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,5,Their,(unnamed)/Death,598,0,2616004319
1265,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,6,Alive,Me/Life,1103,0,2616004319
1266,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,7,Myself,Me/Life,1182,0,2616004319
1267,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,8,Die,(unnamed)/Death,610,0,2616004319
1268,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,9,Self,Me/Life,499,0,2616004319
1269,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,10,Thrive,Me/Life,699,0,2616004319
1270,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,11,They,(unnamed)/Death,529,0,2616004319
1271,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,12,Dead,(unnamed)/Death,722,0,2616004319
1272,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,13,Mine,Me/Life,947,0,2616004319
1273,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Living,Me/Life,736,0,2616004319
1274,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,Them,(unnamed)/Death,2158,0,2616004319
1275,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Suicide,(unnamed)/Death,1309,0,2616004319
1277,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,Other,(unnamed)/Death,612,0,2616004319
1278,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Breathing,Me/Life,1377,0,2616004319
1279,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,I,Me/Life,1225,0,2616004319
1300,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,0,Deceased,Me/Death,579,0,2616004319
1301,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,1,Die,Me/Death,506,0,2616004319
1298,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,2,Breathing,(unnamed)/Life,669,0,2616004319
1302,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,3,Alive,(unnamed)/Life,2507,0,2616004319
1303,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,4,Dead,Me/Death,757,0,2616004319
1304,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,5,Other,(unnamed)/Life,853,0,2616004319
1305,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,6,Suicide,Me/Death,457,0,2616004319
1306,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,7,Self,Me/Death,680,0,2616004319
1307,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,8,Living,(unnamed)/Life,1081,0,2616004319
1228,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,9,Them,(unnamed)/Life,580,0,2616004319
1229,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,10,Thrive,(unnamed)/Life,493,0,2616004319
1230,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,11,Mine,Me/Death,1860,0,2616004319
1231,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,12,Breathing,(unnamed)/Life,2133,0,2616004319
1232,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,13,Their,(unnamed)/Life,731,0,2616004319
1233,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Alive,(unnamed)/Life,744,1,2616004319
1234,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,I,Me/Death,697,0,2616004319
1235,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Die,Me/Death,703,0,2616004319
1236,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,They,(unnamed)/Life,612,0,2616004319
1237,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Deceased,Me/Death,959,0,2616004319
1238,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,Myself,Me/Death,789,0,2616004319
1280,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,0,Suicide,(unnamed)/Death,782,0,2616004319
1281,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,1,Die,(unnamed)/Death,865,0,2616004319
1276,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,2,Alive,Me/Life,439,0,2616004319
1282,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,3,Thrive,Me/Life,1165,0,2616004319
1283,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,4,Dead,(unnamed)/Death,812,0,2616004319
1284,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,5,Other,(unnamed)/Death,766,0,2616004319
1285,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,6,Suicide,(unnamed)/Death,673,1,2616004319
1286,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,7,Self,Me/Life,407,0,2616004319
1287,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,8,Living,Me/Life,577,0,2616004319
1288,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,9,They,(unnamed)/Death,984,0,2616004319
1289,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,10,Thrive,Me/Life,716,0,2616004319
1290,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,11,Myself,Me/Life,565,0,2616004319
1291,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,12,Alive,Me/Life,518,0,2616004319
1292,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,13,Mine,Me/Life,2184,0,2616004319
1293,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Die,(unnamed)/Death,3239,0,2616004319
1294,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,I,Me/Life,1051,0,2616004319
1295,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Breathing,Me/Life,732,0,2616004319
1296,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,Them,(unnamed)/Death,474,0,2616004319
1297,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Deceased,(unnamed)/Death,943,0,2616004319
1299,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,Their,(unnamed)/Death,622,0,2616004319
1239,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,0,Living,(unnamed)/Life,763,0,2616004319
1240,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,1,Thrive,(unnamed)/Life,1327,1,2616004319
1241,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,2,Deceased,Me/Death,509,0,2616004319
1242,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,3,Suicide,Me/Death,975,0,2616004319
1243,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,4,Alive,(unnamed)/Life,776,0,2616004319
1244,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,5,Mine,Me/Death,1231,0,2616004319
1245,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,6,Die,Me/Death,839,0,2616004319
1246,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,7,Their,(unnamed)/Life,615,0,2616004319
1247,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,8,Thrive,(unnamed)/Life,480,0,2616004319
1248,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,9,They,(unnamed)/Life,792,0,2616004319
1249,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,10,Deceased,Me/Death,902,0,2616004319
1250,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,11,Self,Me/Death,605,0,2616004319
1251,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,12,Dead,Me/Death,641,0,2616004319
1308,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,13,Myself,Me/Death,659,0,2616004319
1309,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Breathing,(unnamed)/Life,752,0,2616004319
1310,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,Other,(unnamed)/Life,1280,0,2616004319
1311,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Suicide,Me/Death,478,0,2616004319
1312,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,Them,(unnamed)/Life,424,0,2616004319
1313,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Living,(unnamed)/Life,2197,0,2616004319
1314,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,I,Me/Death,788,0,2616004319
1315,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,0,Suicide,(unnamed)/Death,1549,0,2616004319
1316,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,1,Dead,(unnamed)/Death,683,0,2616004319
1317,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,2,Living,Me/Life,873,0,2616004319
1318,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,3,Thrive,Me/Life,618,0,2616004319
1319,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,4,Deceased,(unnamed)/Death,589,0,2616004319
1320,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,5,Mine,Me/Life,556,0,2616004319
